Episode,Score,Best,Total reward,End position
338,17.702421461,21.3216459145,1487.00340273,"[ -5.99272690e-02  -2.48510998e+01   7.62903009e+01   5.37443958e+00
   1.97150456e-03   0.00000000e+00]"
339,17.7942271893,21.3216459145,1494.7150839,"[  5.08020686e-03   6.23012157e+00   8.23480973e+01   3.18517090e-01
   6.28289384e+00   0.00000000e+00]"
340,17.7985282704,21.3216459145,1495.07637471,"[ -1.26877737e-02  -2.28611412e+00   8.29493857e+01   3.22673038e-01
   7.09998049e-04   0.00000000e+00]"
341,17.5697798121,21.3216459145,1475.86150422,"[ -1.19239517e-02  -3.49420246e+01   7.04653943e+01   5.31691385e+00
   1.28291009e-04   0.00000000e+00]"
342,17.7938550272,21.3216459145,1494.68382228,"[  3.07190351e-02   2.23432915e+00   8.28440089e+01   6.04980477e+00
   6.28259052e+00   0.00000000e+00]"
343,17.7768483974,21.3216459145,1493.25526538,"[ -2.23475078e-02  -9.94474342e+00   8.26709640e+01   9.55459739e-02
   6.21233335e-04   0.00000000e+00]"
344,17.69004048,21.3216459145,1485.96340032,"[ -1.11498397e-02  -2.55676217e+01   7.69095556e+01   5.58248506e+00
   3.43563784e-04   0.00000000e+00]"
345,17.7598319573,21.3216459145,1491.82588441,"[ -1.07140443e-03  -1.84526424e+01   7.88877936e+01   5.10372518e+00
   4.83190455e-04   0.00000000e+00]"
346,17.7556548245,21.3216459145,1491.47500526,"[  4.57518472e-02  -1.56580412e+01   8.18751597e+01   2.10121506e-01
   6.28228376e+00   0.00000000e+00]"
347,17.8016681658,21.3216459145,1495.34012593,"[  9.70268015e-03   4.27572779e+00   8.27617212e+01   1.36574588e-02
   6.28295966e+00   0.00000000e+00]"
348,17.8019665101,21.3216459145,1495.36518685,"[  3.98818548e-02   5.36529131e-01   8.29016474e+01   6.10384148e+00
   6.28182318e+00   0.00000000e+00]"
349,17.7914512249,21.3216459145,1494.48190289,"[ -1.78577035e-03  -7.60721704e+00   8.31021224e+01   3.11019406e-02
   2.12888632e-04   0.00000000e+00]"
350,17.793418818,21.3216459145,1494.64718071,"[  6.25750038e-03  -6.37444073e+00   8.22273379e+01   6.08904859e+00
   6.28274316e+00   0.00000000e+00]"
351,17.4758315074,21.3216459145,1467.96984662,"[  3.10316732e-03  -3.89268672e+01   6.98991935e+01   5.31308330e+00
   6.28295372e+00   0.00000000e+00]"
352,16.5521549927,21.3216459145,1390.38101939,"[  1.09083328e-02   5.89290513e+01   4.68020674e+01   1.73600094e+00
   6.28242450e+00   0.00000000e+00]"
353,17.7641866019,21.3216459145,1492.19167456,"[  1.49977767e-02   1.68781770e+01   7.98892002e+01   8.13069441e-01
   6.28240386e+00   0.00000000e+00]"
354,17.6263269029,21.3216459145,1480.61145985,"[  3.86007145e-02   3.10436705e+01   7.41812251e+01   8.13786685e-01
   6.28191205e+00   0.00000000e+00]"
355,17.7999311266,21.3216459145,1495.19421463,"[  4.42250608e-03  -2.73669934e+00   8.27394920e+01   7.90824260e-02
   6.28315350e+00   0.00000000e+00]"
356,17.6140140868,21.3216459145,1479.57718329,"[ -2.20692649e-02   3.47919315e+01   7.08388921e+01   1.18066587e+00
   7.19216660e-04   0.00000000e+00]"
357,17.7764231302,21.3216459145,1493.21954294,"[ -3.22860865e-04   1.38343049e+01   8.08415495e+01   7.39892876e-01
   6.28282841e+00   0.00000000e+00]"
358,17.4805480565,21.3216459145,1468.36603675,"[  5.82569226e-03  -3.88277535e+01   6.58761953e+01   4.97760174e+00
   6.28308257e+00   0.00000000e+00]"
359,17.76833647,21.3216459145,1492.54026348,"[ -1.41678838e-02  -1.34523899e+01   8.23203302e+01   9.69804530e-02
   3.34843517e-04   0.00000000e+00]"
360,17.6810553412,21.3216459145,1485.20864866,"[ -1.37184741e-02   3.13362018e+01   7.41554683e+01   1.67077807e+00
   4.72889797e-04   0.00000000e+00]"
361,17.7614010706,21.3216459145,1491.95768993,"[ -3.58025930e-03   1.66792995e+01   8.01937817e+01   4.34923035e-01
   3.60755407e-05   0.00000000e+00]"
362,17.8001024238,21.3216459145,1495.2086036,"[ -1.65581022e-02   6.83885408e+00   8.26115459e+01   7.12110808e-01
   4.75673917e-04   0.00000000e+00]"
363,17.7926669734,21.3216459145,1494.58402577,"[ -4.34273862e-02   7.39136462e+00   8.22464674e+01   4.59915419e-01
   1.26209658e-03   0.00000000e+00]"
364,17.7841436239,21.3216459145,1493.86806441,"[  5.18064527e-03  -1.25888834e+01   8.06575952e+01   5.47963635e+00
   6.28289163e+00   0.00000000e+00]"
365,17.727575487,21.3216459145,1489.11634091,"[ -2.78287563e-02  -2.19017747e+01   7.78838875e+01   5.34533966e+00
   1.06803693e-03   0.00000000e+00]"
366,17.5399731877,21.3216459145,1473.35774776,"[  1.69162609e-02  -3.59527768e+01   7.12594292e+01   5.05384120e+00
   6.28256287e+00   0.00000000e+00]"
367,17.5150343282,21.3216459145,1471.26288357,"[ -5.47654634e-03  -3.78967646e+01   7.16885079e+01   5.74380762e+00
   5.07115295e-04   0.00000000e+00]"
368,17.7915651381,21.3216459145,1494.4914716,"[  8.57741608e-03   5.04937004e+00   8.26357986e+01   6.27736316e+00
   6.28298875e+00   0.00000000e+00]"
369,17.5579932415,21.3216459145,1474.87143229,"[ -1.78176666e-02  -3.55744101e+01   6.92700421e+01   4.73639414e+00
   4.80506786e-04   0.00000000e+00]"
370,17.7828693811,21.3216459145,1493.76102801,"[ -1.23113510e-02  -1.24778422e+01   8.12512961e+01   5.95332849e+00
   5.72039443e-04   0.00000000e+00]"
371,17.8002052452,21.3216459145,1495.21724059,"[  4.90496821e-03   5.43195733e+00   8.25248063e+01   3.96151893e-01
   6.28272422e+00   0.00000000e+00]"
372,17.7003254727,21.3216459145,1486.82733971,"[  1.09702240e-02  -2.58762828e+01   7.49001757e+01   4.83739904e+00
   6.28292258e+00   0.00000000e+00]"
373,17.7479293544,21.3216459145,1490.82606577,"[ -4.08063665e-03   1.02837414e+01   8.28506430e+01   5.86850285e+00
   6.28316004e+00   0.00000000e+00]"
374,17.6875263132,21.3216459145,1485.75221031,"[ -1.89479848e-02   2.39874392e+01   7.89358088e+01   4.61544868e-01
   5.32815385e-04   0.00000000e+00]"
375,17.7237446041,21.3216459145,1488.79454674,"[ -2.12855265e-02  -2.33022737e+01   7.76667030e+01   4.93569439e+00
   7.24923077e-04   0.00000000e+00]"
376,17.2680271109,21.3216459145,1450.51427732,"[ -6.40821223e-03   4.65714699e+01   6.33846715e+01   9.93481537e-01
   3.97790367e-04   0.00000000e+00]"
377,17.7966801536,21.3216459145,1494.9211329,"[  1.62075774e-02   1.52234892e+00   8.27851782e+01   8.55068553e-02
   6.28289222e+00   0.00000000e+00]"
378,17.7751151508,21.3216459145,1493.10967267,"[  9.35015726e-03   2.20920125e+00   8.26001568e+01   5.42349461e+00
   6.28274274e+00   0.00000000e+00]"
379,17.5607891382,21.3216459145,1475.10628761,"[  1.06868538e-02   3.64389094e+01   6.97377386e+01   1.70499352e+00
   6.28271398e+00   0.00000000e+00]"
380,17.657525931,21.3216459145,1483.2321782,"[ -5.69606052e-03  -2.79994730e+01   7.85423248e+01   6.22532869e+00
   1.37815588e-04   0.00000000e+00]"
381,17.5405551131,21.3216459145,1473.4066295,"[  1.11832089e-02  -3.63605634e+01   7.04592273e+01   5.47524885e+00
   6.28294054e+00   0.00000000e+00]"
382,17.4330742298,21.3216459145,1464.3782353,"[  2.76294957e-02   4.75090902e+01   6.48013709e+01   2.30721490e+00
   6.28240034e+00   0.00000000e+00]"
383,17.5653013831,21.3216459145,1475.48531618,"[ -2.56090238e-02  -3.46705213e+01   6.66563578e+01   4.47878807e+00
   7.99126203e-04   0.00000000e+00]"
384,17.7611620005,21.3216459145,1491.93760804,"[ -1.11321562e-02   1.68645199e+01   7.99142181e+01   6.81509297e-01
   6.60496825e-04   0.00000000e+00]"
385,17.6902218274,21.3216459145,1485.9786335,"[ -2.37803053e-03  -2.67017887e+01   7.54009914e+01   5.13412074e+00
   3.88808105e-05   0.00000000e+00]"
386,17.7840351923,21.3216459145,1493.85895616,"[ -1.32276047e-02  -9.74230531e+00   8.19538402e+01   5.97692078e+00
   6.28317275e+00   0.00000000e+00]"
387,17.7572540837,21.3216459145,1491.60934303,"[  1.52145574e-02  -1.81170397e+01   7.91030416e+01   5.22938885e+00
   6.28245008e+00   0.00000000e+00]"
388,17.797399384,21.3216459145,1494.98154826,"[  7.84633056e-03  -5.40000156e+00   8.24479535e+01   5.96699455e+00
   6.28308216e+00   0.00000000e+00]"
389,17.6135871738,21.3216459145,1479.5413226,"[ -2.46195385e-02   3.07407631e+01   7.53970584e+01   5.31498953e-01
   7.47011498e-04   0.00000000e+00]"
390,17.7983311554,21.3216459145,1495.05981705,"[  9.31411172e-03  -3.84551636e+00   8.25736449e+01   6.04782356e+00
   6.28297525e+00   0.00000000e+00]"
391,17.6609152736,21.3216459145,1483.51688298,"[  6.93924047e-03   2.90226338e+01   7.46573094e+01   8.96287574e-01
   6.28271271e+00   0.00000000e+00]"
392,17.5807468538,21.3216459145,1476.78273572,"[ -1.22009380e-03   3.40175189e+01   7.21196858e+01   1.07061209e+00
   6.28299726e+00   0.00000000e+00]"
393,17.7809115818,21.3216459145,1493.59657287,"[  1.70827207e-02   1.55714031e+01   8.05391181e+01   1.20141514e+00
   6.28239428e+00   0.00000000e+00]"
394,17.6327344901,21.3216459145,1481.14969717,"[ -6.11989128e-03  -3.17342625e+01   7.21132669e+01   4.92708168e+00
   3.02830994e-04   0.00000000e+00]"
395,17.8008117337,21.3216459145,1495.26818563,"[  4.90374037e-03  -1.77596683e+00   8.31672043e+01   4.37537581e-01
   6.28315727e+00   0.00000000e+00]"
396,17.6893220156,21.3216459145,1485.90304931,"[ -3.59642586e-02  -2.51757405e+01   7.77962048e+01   6.04965136e+00
   9.05416128e-04   0.00000000e+00]"
397,17.800986925,21.3216459145,1495.2829017,"[ -2.74927525e-03  -2.47545273e+00   8.26939708e+01   6.08564577e+00
   6.28307170e+00   0.00000000e+00]"
398,17.7480370119,21.3216459145,1490.835109,"[ -1.04916146e-02  -1.69255512e+01   8.07046267e+01   6.07960671e+00
   1.55887479e-04   0.00000000e+00]"
399,17.7880577991,21.3216459145,1494.19685512,"[  1.58957754e-02   9.13430913e+00   8.20060107e+01   7.83379507e-01
   6.28260855e+00   0.00000000e+00]"
400,17.6323067408,21.3216459145,1481.11376622,"[ -2.55320081e-02   2.91188176e+01   7.68663033e+01   3.06355449e-01
   8.00962400e-04   0.00000000e+00]"
401,17.793970392,21.3216459145,1494.69351293,"[  6.60789025e-03  -7.83355164e+00   8.26539333e+01   3.21954612e-01
   7.31014544e-05   0.00000000e+00]"
402,17.7611632838,21.3216459145,1491.93771584,"[ -1.08917667e-02   1.46675491e+01   8.17298926e+01   2.40638147e-03
   2.47303554e-04   0.00000000e+00]"
403,17.7927221899,21.3216459145,1494.58866396,"[ -2.29339795e-03   1.60988374e+01   8.08769605e+01   1.16226505e+00
   6.28291392e+00   0.00000000e+00]"
404,17.7905600155,21.3216459145,1494.4070413,"[  2.49528319e-02   8.63316926e+00   8.21031842e+01   7.16294546e-01
   6.28249112e+00   0.00000000e+00]"
405,17.7816156363,21.3216459145,1493.65571345,"[ -9.51099867e-03   1.09867193e+01   8.18975784e+01   7.73520343e-01
   6.28317642e+00   0.00000000e+00]"
406,17.5874218785,21.3216459145,1477.34343779,"[ -3.66326658e-02   3.57217531e+01   7.05293827e+01   1.80131933e+00
   1.27572657e-03   0.00000000e+00]"
407,17.6506628073,21.3216459145,1482.65567581,"[  1.81737562e-03   3.28220786e+01   7.28196368e+01   1.52289043e+00
   6.28294962e+00   0.00000000e+00]"
408,17.4841738987,21.3216459145,1468.67060749,"[  5.44957959e-03   4.04706419e+01   6.67516936e+01   1.88588579e+00
   6.28281778e+00   0.00000000e+00]"
409,17.4247221934,21.3216459145,1463.67666425,"[  9.09773168e-04  -4.15909554e+01   6.47577595e+01   4.65222813e+00
   3.30855524e-04   0.00000000e+00]"
410,17.7508932223,21.3216459145,1491.07503067,"[ -1.12033119e-03   1.81944553e+01   7.97606114e+01   4.82282024e-01
   6.28299965e+00   0.00000000e+00]"
411,17.481097246,21.3216459145,1468.41216866,"[ -3.79268603e-02  -3.87007487e+01   6.94580314e+01   5.35672058e+00
   9.30936604e-04   0.00000000e+00]"
412,17.7208679236,21.3216459145,1488.55290559,"[  4.06005270e-03   2.12868956e+01   7.95603815e+01   7.12503801e-02
   3.83026572e-05   0.00000000e+00]"
413,17.7320602613,21.3216459145,1489.49306195,"[  2.53978818e-02   1.95915372e+01   7.98710381e+01   5.47381162e-01
   6.28268406e+00   0.00000000e+00]"
414,17.8092913857,21.3216459145,1495.9804764,"[  2.22920100e-04   6.91014936e+00   8.32757758e+01   1.15118976e+00
   6.28305266e+00   0.00000000e+00]"
415,17.6254840813,21.3216459145,1480.54066283,"[  1.49626286e-02  -3.11318314e+01   7.58506113e+01   5.78963992e+00
   6.28253217e+00   0.00000000e+00]"
416,17.6875463034,21.3216459145,1485.75388948,"[  1.05359710e-02  -2.60413537e+01   7.61161626e+01   5.38560306e+00
   6.28252717e+00   0.00000000e+00]"
417,17.7804969313,21.3216459145,1493.56174223,"[  9.57239962e-03  -1.21023829e+01   8.14013725e+01   5.79911107e+00
   6.28299873e+00   0.00000000e+00]"
418,17.6482507177,21.3216459145,1482.45306029,"[ -2.66724676e-02   2.95696527e+01   7.47935048e+01   7.90099010e-01
   6.83345858e-04   0.00000000e+00]"
419,17.7570745244,21.3216459145,1491.59426005,"[  5.35820886e-03  -1.57327641e+01   8.13777764e+01   6.17154866e+00
   6.28307256e+00   0.00000000e+00]"
420,17.577800885,21.3216459145,1476.53527434,"[ -2.58141866e-02  -3.41572749e+01   7.15601056e+01   5.37479367e+00
   1.35344927e-03   0.00000000e+00]"
421,17.7264611553,21.3216459145,1489.02273705,"[ -6.71898312e-03   1.90457277e+01   8.11512190e+01   6.09920222e+00
   2.61187240e-04   0.00000000e+00]"
422,17.7900111152,21.3216459145,1494.36093367,"[ -1.88916146e-02   7.12045742e+00   8.23159491e+01   1.91300068e-01
   1.35598331e-04   0.00000000e+00]"
423,17.7955071522,21.3216459145,1494.82260079,"[ -1.11119103e-02  -4.86495597e+00   8.26684453e+01   5.84092586e+00
   3.27389930e-04   0.00000000e+00]"
424,17.7831215038,21.3216459145,1493.78220632,"[  1.46536831e-02   6.82245485e+00   8.27567584e+01   6.00974650e+00
   6.28231802e+00   0.00000000e+00]"
425,17.2181544531,21.3216459145,1446.32497406,"[ -8.38048031e-03  -4.75740301e+01   5.80496776e+01   4.36121268e+00
   6.64715612e-04   0.00000000e+00]"
426,17.6698578926,21.3216459145,1484.26806297,"[  2.04203540e-02  -2.75139640e+01   7.51773294e+01   5.38384903e+00
   6.28223281e+00   0.00000000e+00]"
427,17.6688864041,21.3216459145,1484.18645794,"[  3.71540053e-02   2.68325495e+01   7.70181144e+01   6.54251782e-01
   6.28190903e+00   0.00000000e+00]"
428,17.342684445,21.3216459145,1456.78549338,"[  1.21772196e-02  -4.45925719e+01   6.38477573e+01   5.33748655e+00
   6.28304015e+00   0.00000000e+00]"
429,17.6509275202,21.3216459145,1482.67791169,"[  2.39207503e-02  -2.87125944e+01   7.63533333e+01   5.80673489e+00
   6.28279006e+00   0.00000000e+00]"
430,17.7943147988,21.3216459145,1494.7224431,"[ -2.06016639e-02  -6.23991836e+00   8.25687206e+01   6.04350910e+00
   7.21084575e-04   0.00000000e+00]"
431,17.7997767053,21.3216459145,1495.18124325,"[ -2.45371547e-03   4.79952152e+00   8.27137089e+01   5.61282586e-01
   3.76777887e-04   0.00000000e+00]"
432,17.6886610607,21.3216459145,1485.8475291,"[ -1.50874040e-02  -2.45692513e+01   7.83523120e+01   5.91015578e+00
   4.80085152e-04   0.00000000e+00]"
433,17.5660437212,21.3216459145,1475.54767258,"[  4.59896637e-03  -3.49908201e+01   7.05563253e+01   4.95369643e+00
   6.28284069e+00   0.00000000e+00]"
434,17.656500869,21.3216459145,1483.146073,"[  3.07138875e-02   2.16114243e+01   8.14272646e+01   6.16669908e+00
   6.28263655e+00   0.00000000e+00]"
435,17.793421353,21.3216459145,1494.64739365,"[  1.73729739e-02  -7.14834640e+00   8.21822452e+01   6.13621613e+00
   6.28261040e+00   0.00000000e+00]"
436,17.7307764261,21.3216459145,1489.38521979,"[  1.08130063e-02  -2.01509000e+01   7.92974348e+01   5.58282369e+00
   6.28306849e+00   0.00000000e+00]"
437,17.7964584369,21.3216459145,1494.9025087,"[  7.16597391e-03   9.22415669e+00   8.18864508e+01   7.52294853e-01
   6.28313100e+00   0.00000000e+00]"
438,17.5864125707,21.3216459145,1477.25865594,"[  3.53026269e-03  -3.42787070e+01   7.14096513e+01   5.53238547e+00
   2.51147124e-04   0.00000000e+00]"
439,17.7922255323,21.3216459145,1494.54694472,"[ -5.81638438e-03  -9.68664732e+00   8.10983727e+01   5.13607349e+00
   4.03054270e-04   0.00000000e+00]"
440,17.794154676,21.3216459145,1494.70899278,"[  1.44027252e-02  -5.36936103e+00   8.21803601e+01   5.75410626e+00
   6.28271156e+00   0.00000000e+00]"
441,17.7707244893,21.3216459145,1492.7408571,"[ -2.81015251e-02   1.43155772e+01   8.10981089e+01   2.55746562e-01
   1.06926459e-03   0.00000000e+00]"
442,17.7164729347,21.3216459145,1488.18372652,"[ -1.24755883e-02   2.24981129e+01   7.83001192e+01   6.04852177e-01
   6.76770622e-04   0.00000000e+00]"
443,17.7905132486,21.3216459145,1494.40311288,"[  1.49956952e-02   8.24158623e+00   8.22297113e+01   2.59216494e-01
   6.28286198e+00   0.00000000e+00]"
444,17.5479578419,21.3216459145,1474.02845872,"[ -2.54562335e-02  -3.58120479e+01   7.15360592e+01   5.57998750e+00
   1.03758126e-03   0.00000000e+00]"
445,17.6168566173,21.3216459145,1479.81595585,"[  6.71663284e-04  -3.10319577e+01   7.62910952e+01   5.73385430e+00
   6.28279257e+00   0.00000000e+00]"
446,17.6564481666,21.3216459145,1483.141646,"[  2.20616549e-02   3.56786912e+01   7.24134187e+01   2.03765577e+00
   6.28241056e+00   0.00000000e+00]"
447,17.7527114453,21.3216459145,1491.2277614,"[ -1.40603695e-02   2.11979702e+01   7.90911011e+01   1.62548427e+00
   5.77439279e-04   0.00000000e+00]"
448,17.3695537766,21.3216459145,1459.04251723,"[  1.47656153e-02   4.36513335e+01   6.41006600e+01   1.59116520e+00
   6.28283954e+00   0.00000000e+00]"
449,17.7651570066,21.3216459145,1492.27318855,"[  6.31161449e-03   2.27838889e+01   7.86024095e+01   1.47654377e+00
   1.90088175e-04   0.00000000e+00]"
450,17.7710885767,21.3216459145,1492.77144044,"[ -2.79086673e-02   1.14303311e+01   8.21250809e+01   2.20507858e-01
   6.36401543e-04   0.00000000e+00]"
451,17.7804249981,21.3216459145,1493.55569984,"[  9.68961383e-03   1.01510886e+01   8.21737508e+01   6.20551597e+00
   6.28285247e+00   0.00000000e+00]"
452,17.6504095522,21.3216459145,1482.63440239,"[  3.60422005e-02  -2.92740700e+01   7.51823057e+01   5.55348153e+00
   6.28206781e+00   0.00000000e+00]"
453,17.8037212326,21.3216459145,1495.51258354,"[ -1.41461844e-03   2.58072315e+00   8.29353421e+01   6.73005746e-01
   2.73578266e-04   0.00000000e+00]"
454,17.5280515335,21.3216459145,1472.35632881,"[  1.27276231e-02   3.59208392e+01   7.34983854e+01   5.97486226e-01
   6.28243140e+00   0.00000000e+00]"
455,17.7566190695,21.3216459145,1491.55600184,"[ -4.31118533e-03  -1.53848959e+01   8.13879483e+01   6.24096954e+00
   6.28309266e+00   0.00000000e+00]"
456,17.7669253636,21.3216459145,1492.42173055,"[ -2.95229580e-03  -1.49678812e+01   8.08035559e+01   5.76908830e+00
   6.28312296e+00   0.00000000e+00]"
457,17.4692381061,21.3216459145,1467.41600091,"[ -7.40584852e-03   4.01559725e+01   6.70256269e+01   1.35536336e+00
   6.28310837e+00   0.00000000e+00]"
458,17.5060886577,21.3216459145,1470.51144725,"[  3.13164079e-02   3.79652421e+01   6.92932665e+01   1.33909892e+00
   6.28215526e+00   0.00000000e+00]"
459,17.7955801303,21.3216459145,1494.82873094,"[ -2.39233210e-02  -6.89814828e-01   8.27314809e+01   5.83887780e+00
   5.62473663e-04   0.00000000e+00]"
460,16.9425203409,21.3216459145,1423.17170863,"[ -2.94846039e-03   5.58129788e+01   5.24539739e+01   1.78152359e+00
   3.61393200e-04   0.00000000e+00]"
461,17.7811146996,21.3216459145,1493.61363477,"[  3.01010221e-02   1.10111108e+01   8.19703886e+01   6.23705335e+00
   6.28274339e+00   0.00000000e+00]"
462,17.7863191777,21.3216459145,1494.05081092,"[ -7.71541809e-03  -8.41843220e+00   8.44479450e+01   7.60540092e-01
   6.28297485e+00   0.00000000e+00]"
463,17.5783769048,21.3216459145,1476.58366,"[  9.49331992e-03   3.20486412e+01   7.62131500e+01   6.03371465e+00
   6.28270011e+00   0.00000000e+00]"
464,17.7328124059,21.3216459145,1489.5562421,"[  2.17966025e-02   2.49668143e+01   7.69137518e+01   1.45965178e+00
   6.28259449e+00   0.00000000e+00]"
465,17.7942762124,21.3216459145,1494.71920184,"[  3.40300385e-02   4.19321337e+00   8.29199047e+01   5.93372793e+00
   6.28242358e+00   0.00000000e+00]"
466,17.641988523,21.3216459145,1481.92703593,"[ -5.01429650e-03   3.08482464e+01   7.36361933e+01   1.36971270e+00
   1.17775438e-04   0.00000000e+00]"
467,17.6841191932,21.3216459145,1485.46601223,"[ -1.86356651e-02   2.50294136e+01   7.83584666e+01   3.29711373e-01
   6.28315684e+00   0.00000000e+00]"
468,17.7718080659,21.3216459145,1492.83187753,"[  3.49764450e-02  -1.43744131e+01   7.97634235e+01   5.06023892e+00
   6.28222931e+00   0.00000000e+00]"
469,17.719505598,21.3216459145,1488.43847023,"[  8.23556698e-03  -2.28527646e+01   7.76997410e+01   5.66581479e+00
   6.28294169e+00   0.00000000e+00]"
470,17.7566558911,21.3216459145,1491.55909485,"[ -1.26565637e-02  -1.82571755e+01   7.90047003e+01   5.19544344e+00
   2.51573461e-04   0.00000000e+00]"
471,17.7398302021,21.3216459145,1490.14573698,"[  1.09000932e-02  -1.86764313e+01   8.01746069e+01   6.00017916e+00
   6.28260136e+00   0.00000000e+00]"
472,17.6025441653,21.3216459145,1478.61370988,"[  9.00175453e-03   3.34701523e+01   7.24388766e+01   1.55240491e+00
   6.28298800e+00   0.00000000e+00]"
473,17.6658242658,21.3216459145,1483.92923832,"[  3.69080502e-03  -2.84419663e+01   7.48964635e+01   4.92776803e+00
   6.28311205e+00   0.00000000e+00]"
474,17.8020782885,21.3216459145,1495.37457623,"[  3.19749294e-02   5.87936600e+00   8.25638457e+01   5.39117454e-01
   6.28232208e+00   0.00000000e+00]"
475,17.5969361321,21.3216459145,1478.1426351,"[ -1.75671908e-02   3.13814204e+01   7.63443466e+01   1.27868371e-01
   5.73711161e-04   0.00000000e+00]"
476,17.7950834449,21.3216459145,1494.78700937,"[ -1.01795741e-03   8.34606904e+00   8.21872149e+01   7.05548714e-01
   6.28288374e+00   0.00000000e+00]"
477,17.7874642992,21.3216459145,1494.14700113,"[  3.67152628e-03   1.69063509e+01   8.02542018e+01   1.25679287e+00
   7.62877693e-05   0.00000000e+00]"
478,17.7087717291,21.3216459145,1487.53682524,"[  1.13729053e-02  -2.49687537e+01   7.47983949e+01   4.85636071e+00
   6.28290634e+00   0.00000000e+00]"
479,17.6720575208,21.3216459145,1484.45283175,"[  5.59919155e-03   2.73075894e+01   7.61322952e+01   8.34390815e-01
   6.28293896e+00   0.00000000e+00]"
480,17.129604044,21.3216459145,1438.8867397,"[ -5.08131184e-03   6.59833475e+01   5.78658038e+01   2.64910050e+00
   6.28306696e+00   0.00000000e+00]"
481,17.7041021493,21.3216459145,1487.14458054,"[ -8.57870230e-03   2.44764365e+01   7.69918775e+01   8.25037754e-01
   1.90189896e-04   0.00000000e+00]"
482,17.7760048829,21.3216459145,1493.18441017,"[  2.62002571e-02   2.04147480e+01   7.88768793e+01   1.08087963e+00
   6.28267440e+00   0.00000000e+00]"
483,17.756711791,21.3216459145,1491.56379045,"[  1.39367523e-02   1.43416134e+01   8.16407152e+01   6.18780214e+00
   6.28284624e+00   0.00000000e+00]"
484,17.7359200226,21.3216459145,1489.8172819,"[  2.25265580e-02   1.36959393e+01   8.25289607e+01   5.83987754e+00
   6.28269017e+00   0.00000000e+00]"
485,17.7444044068,21.3216459145,1490.52997017,"[  7.11666133e-03   1.50449672e+01   8.21523621e+01   5.93862627e+00
   6.28281597e+00   0.00000000e+00]"
486,17.793353806,21.3216459145,1494.64171971,"[  2.06251231e-02   5.90576914e+00   8.25316617e+01   6.25986248e+00
   6.28278953e+00   0.00000000e+00]"
487,17.6996380303,21.3216459145,1486.76959455,"[  8.61621357e-03  -2.43359158e+01   7.75928358e+01   5.70124649e+00
   6.28296104e+00   0.00000000e+00]"
488,17.7510001132,21.3216459145,1491.08400951,"[  8.28485764e-03   8.02253092e+00   8.27510504e+01   5.45447468e+00
   6.28258454e+00   0.00000000e+00]"
489,17.6009322051,21.3216459145,1478.47830523,"[  1.73541134e-02   3.95215218e+01   7.01396762e+01   2.26430906e+00
   6.28260763e+00   0.00000000e+00]"
490,17.7884259309,21.3216459145,1494.22777819,"[  6.67871697e-04  -8.16909968e+00   8.22327949e+01   5.86541498e+00
   6.28285670e+00   0.00000000e+00]"
491,17.7034285417,21.3216459145,1487.0879975,"[  1.57932742e-02  -2.42595250e+01   7.68441427e+01   5.42111302e+00
   6.28318488e+00   0.00000000e+00]"
492,17.7008585434,21.3216459145,1486.87211764,"[  2.09084921e-03   2.10148070e+01   8.08327057e+01   5.56877117e-02
   6.28309752e+00   0.00000000e+00]"
493,17.7131276163,21.3216459145,1487.90271977,"[  3.24874671e-02  -2.22233112e+01   7.96900900e+01   6.02076575e+00
   6.28233242e+00   0.00000000e+00]"
494,17.7708596404,21.3216459145,1492.7522098,"[  1.44446240e-02   9.36079771e+00   8.25929840e+01   6.26596461e+00
   6.28251437e+00   0.00000000e+00]"
495,17.8007283156,21.3216459145,1495.26117851,"[ -1.60957173e-02  -3.24344206e-01   8.28471296e+01   2.05705877e-01
   3.67463597e-04   0.00000000e+00]"
496,17.721350797,21.3216459145,1488.59346695,"[  7.22850637e-03  -2.42101782e+01   7.62159502e+01   5.11870496e+00
   6.28300506e+00   0.00000000e+00]"
497,17.6985061766,21.3216459145,1486.67451883,"[  5.04771529e-03  -2.57517207e+01   7.52216535e+01   4.93649481e+00
   6.28259645e+00   0.00000000e+00]"
498,17.5985621922,21.3216459145,1478.27922414,"[  3.17935403e-03   2.88073174e+01   7.89503471e+01   2.58620937e-03
   3.13202230e-05   0.00000000e+00]"
499,17.5797846212,21.3216459145,1476.70190818,"[ -2.15940439e-02   3.46868781e+01   7.11868274e+01   1.18990745e+00
   4.05805376e-04   0.00000000e+00]"
500,17.1598212603,21.3216459145,1441.42498587,"[  1.35198891e-02  -4.79580061e+01   5.25360139e+01   3.52461201e+00
   6.28279378e+00   0.00000000e+00]"
501,17.7962778274,21.3216459145,1494.8873375,"[ -3.11504939e-03  -6.03979224e+00   8.24112740e+01   5.80794862e+00
   3.02714347e-04   0.00000000e+00]"
502,17.3551941159,21.3216459145,1457.83630574,"[  5.37289908e-04   4.59636785e+01   6.28301689e+01   1.92407874e+00
   2.51716038e-04   0.00000000e+00]"
503,17.7481573917,21.3216459145,1490.84522091,"[ -2.58339782e-02  -1.69172189e+01   8.05649966e+01   5.96160727e+00
   1.49202243e-03   0.00000000e+00]"
