Episode,Score,Best,Total reward,End position
172,17.7892577415,21.3216459145,1494.29765029,"[ -8.40952270e-03   8.94902099e+00   8.24502621e+01   6.13597093e+00
   6.90181084e-04   0.00000000e+00]"
173,17.4512065781,21.3216459145,1465.90135256,"[ -2.45782568e-02   4.15625534e+01   6.59438091e+01   1.89829637e+00
   5.08256886e-04   0.00000000e+00]"
174,17.3389964803,21.3216459145,1456.47570435,"[ -6.25283710e-03   4.47145713e+01   6.38284339e+01   1.08257715e+00
   8.62230298e-05   0.00000000e+00]"
175,17.643345092,21.3216459145,1482.04098773,"[ -7.84980030e-03   2.91173503e+01   7.59914178e+01   4.67055850e-01
   5.54627454e-04   0.00000000e+00]"
176,17.1649832537,21.3216459145,1441.85859331,"[ -7.41024292e-03  -4.89798226e+01   5.69689829e+01   3.97747400e+00
   1.38708570e-04   0.00000000e+00]"
177,17.7876460099,21.3216459145,1494.16226483,"[  1.52101375e-02  -9.80973856e+00   8.18613845e+01   5.68368872e+00
   6.28260197e+00   0.00000000e+00]"
178,17.7022799318,21.3216459145,1486.99151427,"[  2.47839065e-03  -2.33364878e+01   7.86552285e+01   5.48636988e+00
   6.28300354e+00   0.00000000e+00]"
179,17.6570575935,21.3216459145,1483.19283785,"[ -4.24589851e-03  -2.78612746e+01   7.64588763e+01   5.58588359e+00
   6.28307483e+00   0.00000000e+00]"
180,17.5911550504,21.3216459145,1477.65702423,"[  5.79781479e-03   3.39059469e+01   7.25250148e+01   8.73469121e-01
   6.28303201e+00   0.00000000e+00]"
181,17.5584461493,21.3216459145,1474.90947654,"[  3.64788206e-03   3.54471653e+01   7.13996521e+01   9.08577860e-01
   6.28246321e+00   0.00000000e+00]"
182,17.7959059601,21.3216459145,1494.85610065,"[  2.19051735e-02  -2.61173571e+00   8.27738428e+01   6.23055026e+00
   6.28268640e+00   0.00000000e+00]"
183,17.6508254015,21.3216459145,1482.66933373,"[  7.01648737e-03  -2.97567283e+01   8.13084717e+01   3.37467897e-01
   6.28306132e+00   0.00000000e+00]"
184,17.774489416,21.3216459145,1493.05711094,"[  8.68923656e-03   1.22679454e+01   8.15921633e+01   1.78945386e-01
   6.28300200e+00   0.00000000e+00]"
185,17.6272724438,21.3216459145,1480.69088528,"[ -5.42332051e-03  -3.06042849e+01   7.52263709e+01   5.66962236e+00
   6.28317580e+00   0.00000000e+00]"
186,17.044002432,21.3216459145,1431.69620429,"[  1.69569212e-02  -5.04469343e+01   5.35491010e+01   4.33266595e+00
   6.28218400e+00   0.00000000e+00]"
187,17.7041398311,21.3216459145,1487.14774582,"[ -1.88639750e-02  -2.40859999e+01   7.74286669e+01   5.48328360e+00
   5.52201676e-04   0.00000000e+00]"
188,17.5218265224,21.3216459145,1471.83342788,"[ -5.02580486e-03  -3.72200912e+01   7.01412576e+01   5.54080595e+00
   1.92446141e-04   0.00000000e+00]"
189,17.5603029138,21.3216459145,1475.06544476,"[  1.61897632e-02  -3.52001708e+01   7.00657582e+01   5.01259159e+00
   6.28308583e+00   0.00000000e+00]"
190,17.7705446602,21.3216459145,1492.72575145,"[  8.30045740e-03  -1.42609694e+01   8.08997695e+01   5.62269262e+00
   4.26514826e-06   0.00000000e+00]"
191,17.7973196139,21.3216459145,1494.97484756,"[  1.41484477e-02   1.22890157e+00   8.28992922e+01   5.90021615e+00
   6.28317263e+00   0.00000000e+00]"
192,17.7803923102,21.3216459145,1493.55295406,"[ -2.04063337e-04   1.23747076e+01   8.13219345e+01   5.39037663e-01
   6.28315826e+00   0.00000000e+00]"
193,17.4298390144,21.3216459145,1464.10647721,"[  1.14104526e-02  -4.08843577e+01   6.51828360e+01   4.90827212e+00
   6.28230892e+00   0.00000000e+00]"
194,17.4755639672,21.3216459145,1467.94737325,"[ -9.14533111e-03  -3.92157657e+01   6.64103179e+01   4.70227875e+00
   7.35981582e-05   0.00000000e+00]"
195,17.4909148149,21.3216459145,1469.23684445,"[ -1.73963651e-02  -3.89959114e+01   6.73508501e+01   4.88611926e+00
   1.15459377e-03   0.00000000e+00]"
196,17.7511120348,21.3216459145,1491.09341092,"[  1.08085058e-03   1.88255544e+01   7.93416619e+01   1.15612344e+00
   6.28265003e+00   0.00000000e+00]"
197,17.3196258774,21.3216459145,1454.8485737,"[  1.91158826e-03  -4.55995359e+01   6.50694341e+01   5.48124786e+00
   3.34315371e-04   0.00000000e+00]"
198,17.4562498958,21.3216459145,1466.32499124,"[  1.29538085e-02   4.04178436e+01   6.74343518e+01   9.49588060e-01
   6.28299329e+00   0.00000000e+00]"
199,17.6283309482,21.3216459145,1480.77979964,"[ -1.30306928e-03   3.19818004e+01   7.29503327e+01   1.03963504e+00
   1.74084522e-04   0.00000000e+00]"
200,17.7438759129,21.3216459145,1490.48557669,"[  1.02625007e-02   1.76844543e+01   8.07281568e+01   1.73576208e-01
   6.28280524e+00   0.00000000e+00]"
201,17.7427790157,21.3216459145,1490.39343732,"[  4.97473115e-03   1.77284998e+01   8.06998033e+01   2.14320794e-01
   6.28238791e+00   0.00000000e+00]"
202,17.5923244932,21.3216459145,1477.75525743,"[ -7.93934870e-03  -3.42991341e+01   6.90187163e+01   4.49448709e+00
   6.28318504e+00   0.00000000e+00]"
203,17.0174595294,21.3216459145,1429.46660047,"[ -2.81765506e-03   5.22296481e+01   5.56255111e+01   1.87540675e+00
   6.28302756e+00   0.00000000e+00]"
204,17.795030528,21.3216459145,1494.78256435,"[  1.55847609e-02  -7.55477474e+00   8.18088392e+01   5.84004146e+00
   6.28256628e+00   0.00000000e+00]"
205,17.7809346044,21.3216459145,1493.59850677,"[  1.35687860e-02   1.44587707e+01   8.06627597e+01   4.56544306e-01
   6.28291355e+00   0.00000000e+00]"
206,17.5011525254,21.3216459145,1470.09681213,"[  1.20960616e-02  -3.79790368e+01   6.79114939e+01   4.88066563e+00
   5.24717272e-05   0.00000000e+00]"
207,17.3282401076,21.3216459145,1455.57216904,"[ -1.00029430e-02   4.86039094e+01   6.17253834e+01   2.44357970e+00
   4.98580558e-04   0.00000000e+00]"
208,17.6785210323,21.3216459145,1484.99576671,"[ -2.11448055e-02  -2.62813000e+01   7.71316785e+01   5.73988209e+00
   9.32950715e-04   0.00000000e+00]"
209,17.6819145463,21.3216459145,1485.28082189,"[ -4.53070638e-03  -2.71625654e+01   7.51943563e+01   4.79130311e+00
   4.06956445e-04   0.00000000e+00]"
210,17.1422451443,21.3216459145,1439.94859212,"[  1.65767940e-02   4.98400145e+01   5.78150005e+01   1.81601396e+00
   6.28288077e+00   0.00000000e+00]"
211,17.6677058442,21.3216459145,1484.08729091,"[ -2.31563186e-03  -2.91283692e+01   7.36492571e+01   4.70004833e+00
   1.62999176e-04   0.00000000e+00]"
212,17.8052510084,21.3216459145,1495.64108471,"[  6.46519530e-03  -2.19985072e+00   8.28856828e+01   5.42522974e+00
   2.00727540e-05   0.00000000e+00]"
213,17.4800275685,21.3216459145,1468.32231575,"[  1.61033474e-02   3.88485876e+01   6.93959244e+01   1.07983336e+00
   6.28264831e+00   0.00000000e+00]"
214,17.6343554153,21.3216459145,1481.28585488,"[ -1.75910494e-03  -2.95275401e+01   7.56103108e+01   5.57357849e+00
   6.94879282e-06   0.00000000e+00]"
215,17.6834919981,21.3216459145,1485.41332784,"[  1.95351269e-02  -2.65454195e+01   7.57810454e+01   5.27234762e+00
   6.28250616e+00   0.00000000e+00]"
216,17.6279553581,21.3216459145,1480.74825008,"[  1.35894063e-02  -3.01798103e+01   7.54773418e+01   5.78357297e+00
   1.31703316e-04   0.00000000e+00]"
217,17.7385979764,21.3216459145,1490.04223002,"[ -2.75236744e-03  -1.89919072e+01   7.96924078e+01   5.72847657e+00
   7.55966533e-05   0.00000000e+00]"
218,16.584808611,21.3216459145,1393.12392332,"[  1.00397249e-02  -5.66406339e+01   4.33216275e+01   4.09950624e+00
   6.28276583e+00   0.00000000e+00]"
219,17.5546565505,21.3216459145,1474.59115024,"[  2.95236143e-02   3.47434399e+01   7.38452718e+01   4.70260321e-01
   6.28256795e+00   0.00000000e+00]"
220,17.5256817993,21.3216459145,1472.15727114,"[  3.50425488e-02  -3.72469929e+01   6.84989924e+01   5.09710623e+00
   6.28189656e+00   0.00000000e+00]"
221,17.6408801025,21.3216459145,1481.83392861,"[ -2.73320057e-02   2.73014938e+01   7.85965847e+01   4.00110242e-01
   9.12663512e-04   0.00000000e+00]"
222,17.5275876047,21.3216459145,1472.3173588,"[  2.61544506e-02  -3.68530466e+01   7.21711218e+01   5.73028340e+00
   6.28232353e+00   0.00000000e+00]"
223,17.791310971,21.3216459145,1494.47012157,"[  1.55607614e-02  -6.32261284e+00   8.25092784e+01   6.15624546e+00
   6.28260400e+00   0.00000000e+00]"
224,17.7933326658,21.3216459145,1494.63994392,"[ -1.44692126e-02  -1.06525166e+01   8.14675627e+01   5.28818034e+00
   6.25153823e-04   0.00000000e+00]"
225,17.5380770747,21.3216459145,1473.19847427,"[ -1.23463627e-02  -3.62849286e+01   7.01308458e+01   5.16485542e+00
   5.44047345e-04   0.00000000e+00]"
226,17.6490223636,21.3216459145,1482.51787854,"[ -1.72891908e-02  -3.08715496e+01   7.18893185e+01   4.65141299e+00
   4.40392855e-04   0.00000000e+00]"
227,17.6999534813,21.3216459145,1486.79609243,"[ -1.49840985e-02   1.90708379e+01   8.18263262e+01   6.20819768e+00
   3.88511621e-04   0.00000000e+00]"
228,17.6724915061,21.3216459145,1484.48928651,"[  3.93012260e-04   2.87407946e+01   7.47205573e+01   9.85753586e-01
   6.28311457e+00   0.00000000e+00]"
229,17.7698769421,21.3216459145,1492.66966314,"[  3.04368034e-03   9.17330010e+00   8.28499795e+01   5.92028773e+00
   6.28315691e+00   0.00000000e+00]"
230,17.5327326163,21.3216459145,1472.74953977,"[  7.73267395e-03   3.63241149e+01   7.22169577e+01   7.50199323e-01
   6.28238771e+00   0.00000000e+00]"
231,17.7833861439,21.3216459145,1493.80443609,"[  3.21820263e-02   8.68487330e+00   8.23140137e+01   1.34249652e-01
   6.28209198e+00   0.00000000e+00]"
232,17.788923214,21.3216459145,1494.26954998,"[ -5.40718564e-02  -9.12533457e+00   8.18989856e+01   5.92668292e+00
   1.12349785e-03   0.00000000e+00]"
233,17.706728535,21.3216459145,1487.36519694,"[  1.79603788e-02  -2.43397898e+01   7.70186917e+01   5.23111486e+00
   6.28313442e+00   0.00000000e+00]"
234,17.5544297322,21.3216459145,1474.57209751,"[ -3.08865221e-03  -3.65026996e+01   6.71713335e+01   4.41622590e+00
   6.28305379e+00   0.00000000e+00]"
235,17.7971230962,21.3216459145,1494.95834008,"[ -2.12453122e-02   6.28290128e+00   8.25127446e+01   1.46032653e-01
   7.01193796e-04   0.00000000e+00]"
236,17.754529228,21.3216459145,1491.38045515,"[ -1.14016608e-02  -1.46603482e+01   8.21077380e+01   3.40182313e-01
   6.28296172e+00   0.00000000e+00]"
237,17.7522501947,21.3216459145,1491.18901635,"[  2.54246070e-02  -1.92163078e+01   7.89363078e+01   5.14806701e+00
   6.28213764e+00   0.00000000e+00]"
238,17.6839280157,21.3216459145,1485.44995332,"[ -2.14813061e-02   2.51790614e+01   7.79227340e+01   6.73332888e-01
   7.73499173e-04   0.00000000e+00]"
239,17.7017687038,21.3216459145,1486.94857112,"[ -5.18236860e-02   2.24824761e+01   7.94281005e+01   2.07232942e-01
   1.61449667e-03   0.00000000e+00]"
240,17.2146587395,21.3216459145,1446.03133412,"[  7.63404681e-03   4.83380496e+01   6.31703197e+01   9.48073896e-01
   6.28270669e+00   0.00000000e+00]"
241,17.0309374227,21.3216459145,1430.59874351,"[ -1.59998133e-02   5.25339443e+01   5.54723169e+01   1.84661953e+00
   6.62487531e-04   0.00000000e+00]"
242,17.7203936775,21.3216459145,1488.51306891,"[ -3.72652159e-03   2.46194103e+01   7.69593097e+01   1.33843151e+00
   1.15296616e-04   0.00000000e+00]"
243,17.5618915326,21.3216459145,1475.19888874,"[  3.91208350e-03  -3.47302872e+01   7.46751737e+01   5.87721341e+00
   8.43319861e-05   0.00000000e+00]"
244,17.7090409226,21.3216459145,1487.5594375,"[  1.06703056e-02  -2.56994322e+01   7.48854635e+01   4.67220264e+00
   6.28265901e+00   0.00000000e+00]"
245,17.7597870448,21.3216459145,1491.82211177,"[  9.20309156e-03   1.49133230e+01   8.15054705e+01   7.47466761e-02
   6.28304045e+00   0.00000000e+00]"
246,17.6411123127,21.3216459145,1481.85343426,"[  5.70530075e-03   3.51426897e+01   7.28011002e+01   1.81810361e+00
   6.28316092e+00   0.00000000e+00]"
247,17.7720135317,21.3216459145,1492.84913666,"[  4.26514752e-04  -1.27279087e+01   8.19774232e+01   6.06842924e+00
   6.28266900e+00   0.00000000e+00]"
248,17.7124090933,21.3216459145,1487.84236383,"[ -5.34769352e-03   2.26756596e+01   7.88237348e+01   6.45800161e-01
   6.28309310e+00   0.00000000e+00]"
249,17.7872502229,21.3216459145,1494.12901872,"[  2.12884118e-02  -6.32053669e+00   8.25650976e+01   1.72248819e-01
   6.28262087e+00   0.00000000e+00]"
250,17.717395112,21.3216459145,1488.26118941,"[  1.92188378e-02  -2.21419505e+01   7.87772227e+01   5.68024789e+00
   6.28291982e+00   0.00000000e+00]"
251,17.799391048,21.3216459145,1495.14884803,"[  5.10943610e-03   4.29624635e+00   8.26782375e+01   4.26235388e-01
   6.28285954e+00   0.00000000e+00]"
252,17.7660506618,21.3216459145,1492.34825559,"[ -1.40151455e-02   1.34040500e+01   8.14436003e+01   3.59557639e-01
   8.94380983e-04   0.00000000e+00]"
253,17.7964480335,21.3216459145,1494.90163481,"[ -2.47514678e-02  -4.97231961e+00   8.24487719e+01   5.83185834e+00
   8.52346655e-04   0.00000000e+00]"
254,17.7618984261,21.3216459145,1491.99946779,"[ -1.82697940e-02   1.84274367e+01   7.96545091e+01   1.17162882e+00
   3.11848967e-04   0.00000000e+00]"
255,17.8047533951,21.3216459145,1495.59928519,"[  1.47731542e-02   6.08550202e+00   8.26275659e+01   4.88089966e-01
   6.28263134e+00   0.00000000e+00]"
256,17.789080233,21.3216459145,1494.28273957,"[  3.65610517e-03  -4.07835338e+00   8.17656332e+01   5.22031128e+00
   6.28269362e+00   0.00000000e+00]"
257,17.5442210373,21.3216459145,1473.71456713,"[ -2.53702649e-02   3.63995332e+01   6.98240305e+01   1.61317041e+00
   7.96628224e-04   0.00000000e+00]"
258,17.7974324477,21.3216459145,1494.9843256,"[  9.98897425e-03  -1.14144216e+00   8.30795427e+01   4.50660563e-01
   6.28309092e+00   0.00000000e+00]"
259,17.7460664158,21.3216459145,1490.66957893,"[ -6.99221261e-03  -1.69976261e+01   8.14724649e+01   6.17485289e+00
   4.20208012e-04   0.00000000e+00]"
260,17.5885630234,21.3216459145,1477.43929397,"[  2.55479947e-03   3.17079310e+01   7.63868708e+01   2.07287239e-01
   3.95223331e-05   0.00000000e+00]"
261,17.7955054064,21.3216459145,1494.82245414,"[  1.19310574e-02  -4.29654648e+00   8.27495525e+01   6.14520248e+00
   6.28275085e+00   0.00000000e+00]"
262,17.2879411131,21.3216459145,1452.1870535,"[ -3.38240370e-03   4.60393021e+01   6.26505369e+01   1.53321616e+00
   2.84199088e-04   0.00000000e+00]"
263,17.1407060577,21.3216459145,1439.81930885,"[ -7.80036457e-04   5.27475421e+01   5.70001424e+01   2.14033658e+00
   2.48548790e-04   0.00000000e+00]"
264,17.8076055963,21.3216459145,1495.83887009,"[ -4.72123068e-03   2.97831831e+00   8.29889575e+01   4.51054666e-01
   6.28289691e+00   0.00000000e+00]"
265,17.3638850129,21.3216459145,1458.56634108,"[ -4.03737719e-02   4.37872653e+01   6.39478715e+01   1.83712024e+00
   1.19276784e-03   0.00000000e+00]"
266,17.7883344239,21.3216459145,1494.22009161,"[  2.46239220e-02   9.88758324e+00   8.17772001e+01   5.18762014e-01
   6.28264691e+00   0.00000000e+00]"
267,17.4671383322,21.3216459145,1467.23961991,"[ -3.09106123e-02  -3.93563525e+01   6.44859993e+01   4.82023036e+00
   7.47196579e-04   0.00000000e+00]"
268,17.8002367245,21.3216459145,1495.21988486,"[  4.23610451e-02  -2.18497625e+00   8.27457764e+01   6.18843553e+00
   6.28199303e+00   0.00000000e+00]"
269,17.6690280617,21.3216459145,1484.19835719,"[ -3.52658945e-02   2.77725710e+01   7.57867337e+01   7.45942989e-01
   8.38460942e-04   0.00000000e+00]"
270,17.7927273498,21.3216459145,1494.58909738,"[ -4.91668358e-03   6.50940549e-01   8.28573064e+01   5.79543418e+00
   6.28312543e+00   0.00000000e+00]"
271,17.5800334961,21.3216459145,1476.72281367,"[ -3.40265758e-02  -3.44237785e+01   7.03633816e+01   5.10254098e+00
   6.53765352e-04   0.00000000e+00]"
272,17.7756468633,21.3216459145,1493.15433652,"[ -1.20588678e-02   1.07336314e+01   8.24155178e+01   6.05306060e+00
   6.41494911e-04   0.00000000e+00]"
273,17.5722334955,21.3216459145,1476.06761362,"[  1.51509150e-02  -3.45086007e+01   7.17195349e+01   4.92655564e+00
   6.28266783e+00   0.00000000e+00]"
274,17.7806324024,21.3216459145,1493.5731218,"[ -1.78700956e-02  -1.03157833e+01   8.27885307e+01   2.16270153e-01
   4.14082288e-04   0.00000000e+00]"
275,17.766377969,21.3216459145,1492.37574939,"[  1.47406958e-02   9.20080844e+00   8.28180557e+01   5.79951692e+00
   6.28265922e+00   0.00000000e+00]"
276,17.0588925929,21.3216459145,1432.94697781,"[  6.25782849e-03   7.34405642e+01   5.39547736e+01   3.15791950e+00
   6.28275857e+00   0.00000000e+00]"
277,17.6651625032,21.3216459145,1483.87365027,"[ -4.02783573e-03   2.80313810e+01   7.56905608e+01   1.31032610e+00
   4.80569415e-06   0.00000000e+00]"
278,17.7708133483,21.3216459145,1492.74832126,"[ -1.09345294e-02   1.37709948e+01   8.12571192e+01   5.55373182e-01
   4.30550698e-04   0.00000000e+00]"
279,17.7591234138,21.3216459145,1491.76636676,"[ -1.43637979e-02   9.76443926e+00   8.28492886e+01   5.59214064e+00
   3.61342447e-04   0.00000000e+00]"
280,17.7429338944,21.3216459145,1490.40644713,"[ -1.03801025e-02  -1.96986611e+01   7.86624395e+01   5.31822154e+00
   1.29827410e-04   0.00000000e+00]"
281,17.7374767795,21.3216459145,1489.94804948,"[  2.72768502e-02   1.47584116e+01   8.21702369e+01   6.08731511e+00
   6.28245669e+00   0.00000000e+00]"
282,17.794071073,21.3216459145,1494.70197013,"[ -4.60664704e-03   4.42180222e+00   8.26385514e+01   2.33633142e-01
   3.51960336e-04   0.00000000e+00]"
283,17.7535580468,21.3216459145,1491.29887593,"[  2.60721569e-02  -1.82854733e+01   7.89524878e+01   5.67219076e+00
   6.28254991e+00   0.00000000e+00]"
284,17.2731726592,21.3216459145,1450.94650337,"[  2.87721860e-02  -4.62238672e+01   5.94899251e+01   4.34115563e+00
   6.28278217e+00   0.00000000e+00]"
285,16.4658777844,21.3216459145,1383.13373389,"[  1.35653659e-03  -5.93125883e+01   4.37355140e+01   4.83881505e+00
   6.28296533e+00   0.00000000e+00]"
286,17.0982488436,21.3216459145,1436.25290286,"[ -2.61916349e-03  -4.90439006e+01   5.16841878e+01   3.95595364e+00
   5.51907532e-06   0.00000000e+00]"
287,17.774100682,21.3216459145,1493.02445729,"[  3.78656579e-03  -1.45768352e+01   8.03533336e+01   5.43927055e+00
   6.40968437e-04   0.00000000e+00]"
288,17.5950686414,21.3216459145,1477.98576588,"[  1.46356570e-02   4.06661474e+01   6.88886884e+01   1.85670210e+00
   6.28257685e+00   0.00000000e+00]"
289,17.7479616912,21.3216459145,1490.82878206,"[  5.63099951e-03   1.29999750e+01   8.24627373e+01   5.69777924e+00
   6.28298043e+00   0.00000000e+00]"
290,17.7735338343,21.3216459145,1492.97684208,"[ -9.45745232e-05  -1.54770315e+01   7.98510358e+01   5.32532461e+00
   6.28304640e+00   0.00000000e+00]"
291,17.7842677637,21.3216459145,1493.87849215,"[  2.02000387e-02   8.08758176e+00   8.26185759e+01   6.02718565e+00
   6.28250375e+00   0.00000000e+00]"
292,17.7780664539,21.3216459145,1493.35758213,"[ -2.23071040e-03   1.32464198e+01   8.09616122e+01   6.87203842e-01
   6.28309177e+00   0.00000000e+00]"
293,17.7946690007,21.3216459145,1494.75219606,"[ -3.41622792e-02  -7.59685227e+00   8.35464091e+01   4.00524620e-01
   1.05797021e-03   0.00000000e+00]"
294,17.7520144257,21.3216459145,1491.16921176,"[  1.33291527e-02   1.02039434e+01   8.24260779e+01   5.22368567e+00
   6.28281385e+00   0.00000000e+00]"
295,17.7550411002,21.3216459145,1491.42345241,"[ -4.68317105e-02  -1.58577887e+01   8.07418136e+01   5.88579837e+00
   1.27382829e-03   0.00000000e+00]"
296,17.4128583475,21.3216459145,1462.68010119,"[  2.38420309e-04  -4.19523220e+01   6.80899665e+01   5.27440724e+00
   3.89933019e-04   0.00000000e+00]"
297,17.7140598233,21.3216459145,1487.98102516,"[  2.07500397e-02   2.32470137e+01   7.77569905e+01   6.46512137e-01
   6.28255763e+00   0.00000000e+00]"
298,17.7962857668,21.3216459145,1494.88800441,"[  1.21288165e-02   1.07750355e+01   8.18532643e+01   9.11711383e-01
   1.46564063e-04   0.00000000e+00]"
299,17.692583614,21.3216459145,1486.17702357,"[  1.16151047e-02   2.51385858e+01   7.73797654e+01   7.74655841e-01
   5.32091606e-05   0.00000000e+00]"
300,17.7944483876,21.3216459145,1494.73366455,"[ -3.49587743e-03   6.39334763e+00   8.23685336e+01   4.85074590e-01
   6.28314199e+00   0.00000000e+00]"
301,17.4009185573,21.3216459145,1461.67715881,"[  6.91337245e-03   4.20325775e+01   6.78617201e+01   1.42646223e+00
   6.28303418e+00   0.00000000e+00]"
302,17.3677408778,21.3216459145,1458.89023374,"[  7.11949532e-03  -4.37887024e+01   6.52660389e+01   5.28131771e+00
   6.28302083e+00   0.00000000e+00]"
303,17.4004394507,21.3216459145,1461.63691386,"[  1.16021011e-03   4.22886911e+01   6.58641593e+01   1.19799422e+00
   6.28300812e+00   0.00000000e+00]"
304,17.7971925856,21.3216459145,1494.96417719,"[ -2.80514546e-02  -4.59364505e+00   8.26529257e+01   6.22263833e+00
   6.49620043e-04   0.00000000e+00]"
305,17.7951215547,21.3216459145,1494.79021059,"[  8.93874516e-03   2.13158666e+00   8.28643773e+01   6.01242065e+00
   6.28292875e+00   0.00000000e+00]"
306,16.3933963221,21.3216459145,1377.04529106,"[  1.28924464e-02  -5.85033087e+01   3.95171583e+01   3.89913633e+00
   6.28258929e+00   0.00000000e+00]"
307,17.6842232727,21.3216459145,1485.47475491,"[  2.38829763e-02  -2.48980362e+01   7.80411710e+01   5.72998091e+00
   6.28234972e+00   0.00000000e+00]"
308,17.6815649517,21.3216459145,1485.25145594,"[ -3.04186815e-02   2.50819163e+01   7.85011822e+01   1.51158703e-02
   5.10800637e-04   0.00000000e+00]"
309,17.5721937236,21.3216459145,1476.06427279,"[ -1.52847169e-02  -3.49159760e+01   7.06465130e+01   4.42728189e+00
   3.05129663e-04   0.00000000e+00]"
310,17.76500807,21.3216459145,1492.26067788,"[ -1.50389333e-02   1.41950003e+01   8.13415201e+01   3.33830637e-01
   4.02970332e-04   0.00000000e+00]"
311,17.2296125861,21.3216459145,1447.28745723,"[ -1.19361010e-02   4.75671585e+01   6.03188967e+01   1.62807803e+00
   6.50490093e-04   0.00000000e+00]"
312,17.6863896354,21.3216459145,1485.65672938,"[  1.63297621e-03   2.24512202e+01   8.03138834e+01   7.86282816e-02
   6.28304739e+00   0.00000000e+00]"
313,17.4925735715,21.3216459145,1469.37618001,"[  1.50558660e-02  -3.86788557e+01   6.94286907e+01   5.38806090e+00
   6.28250250e+00   0.00000000e+00]"
314,17.7943769873,21.3216459145,1494.72766694,"[  1.31717903e-02   8.74565913e+00   8.20019093e+01   6.17176508e-01
   6.28227117e+00   0.00000000e+00]"
315,17.5783514944,21.3216459145,1476.58152553,"[  9.89821667e-03   3.57144281e+01   7.01039950e+01   1.05577671e+00
   6.28269527e+00   0.00000000e+00]"
316,16.2240996271,21.3216459145,1362.82436868,"[  1.64539851e-02  -6.01723773e+01   3.72096967e+01   3.73429932e+00
   6.28258457e+00   0.00000000e+00]"
317,17.7910628858,21.3216459145,1494.4492824,"[  6.43533710e-03  -9.60429640e+00   8.21220117e+01   5.67846019e+00
   6.28315930e+00   0.00000000e+00]"
318,17.7871785546,21.3216459145,1494.12299858,"[  1.43738003e-02   1.07720888e+01   8.17201627e+01   2.44654771e-01
   6.28260067e+00   0.00000000e+00]"
319,17.7706723999,21.3216459145,1492.73648159,"[ -1.05983716e-02  -1.46039765e+01   8.05656287e+01   5.41470779e+00
   2.50777673e-04   0.00000000e+00]"
320,17.7905251731,21.3216459145,1494.40411454,"[ -1.31488126e-03  -1.01066053e+01   8.12859900e+01   5.15963932e+00
   9.70462628e-05   0.00000000e+00]"
321,17.7891773776,21.3216459145,1494.29089972,"[  9.39029208e-03   5.75314136e+00   8.25948184e+01   2.79517155e-01
   6.28306517e+00   0.00000000e+00]"
322,17.7818874732,21.3216459145,1493.67854775,"[ -1.18351485e-02  -1.34187116e+01   8.05347381e+01   5.69740347e+00
   6.90405963e-04   0.00000000e+00]"
323,17.8134058247,21.3216459145,1496.32608927,"[  4.17289910e-04   1.09430883e+01   8.20757585e+01   8.67827072e-01
   2.62504496e-04   0.00000000e+00]"
324,17.8014147058,21.3216459145,1495.31883529,"[ -1.35323528e-02   3.02219356e+00   8.27594837e+01   2.77112566e-01
   1.49768469e-04   0.00000000e+00]"
325,17.6957662848,21.3216459145,1486.44436792,"[ -3.13557556e-02   2.27341292e+01   7.96830151e+01   2.49355027e-01
   1.10832985e-03   0.00000000e+00]"
326,17.3308238111,21.3216459145,1455.78920013,"[  7.82908978e-03  -4.46797973e+01   6.13828049e+01   4.36970457e+00
   5.87834453e-05   0.00000000e+00]"
327,17.7978639702,21.3216459145,1495.0205735,"[  1.23473636e-02  -4.13515697e+00   8.26314072e+01   5.91250384e+00
   6.28290241e+00   0.00000000e+00]"
328,17.7984957448,21.3216459145,1495.07364256,"[  8.33369527e-03  -5.09013784e+00   8.21119417e+01   5.38538088e+00
   6.28244970e+00   0.00000000e+00]"
329,17.709874761,21.3216459145,1487.62947992,"[  4.02162602e-02  -2.42484850e+01   8.27258613e+01   5.62064195e-01
   6.28173959e+00   0.00000000e+00]"
330,17.2911338169,21.3216459145,1452.45524062,"[  2.67333127e-03   4.60202505e+01   6.35319475e+01   9.26211793e-01
   1.59925119e-04   0.00000000e+00]"
331,17.7107653437,21.3216459145,1487.70428887,"[  2.07741655e-02   2.25891680e+01   7.89345397e+01   5.58228027e-01
   6.28263137e+00   0.00000000e+00]"
332,17.7521832474,21.3216459145,1491.18339278,"[  1.45044785e-02  -1.57114959e+01   8.18870172e+01   1.03297593e-01
   6.28299369e+00   0.00000000e+00]"
333,17.8164701649,21.3216459145,1496.58349385,"[ -6.36420184e-04   7.60467465e+00   8.30971653e+01   1.02391258e+00
   1.72863012e-04   0.00000000e+00]"
334,17.8071869694,21.3216459145,1495.80370543,"[  2.76399513e-02   8.83779695e+00   8.25876710e+01   1.06317864e+00
   6.28266732e+00   0.00000000e+00]"
335,17.7393321022,21.3216459145,1490.10389659,"[ -2.61377932e-02  -2.16307721e+01   7.77317870e+01   5.00266752e+00
   9.86739713e-04   0.00000000e+00]"
336,17.7936886821,21.3216459145,1494.6698493,"[  2.08726147e-02  -8.72886619e+00   8.19078912e+01   5.53194869e+00
   6.28275492e+00   0.00000000e+00]"
337,17.7772348403,21.3216459145,1493.28772659,"[ -3.42866570e-03   1.19515307e+01   8.14993823e+01   6.14494121e-01
   2.96021885e-04   0.00000000e+00]"
